시군명,사업장명,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,폐업일자,소재지시설전화번호,소재지면적정보,도로명우편번호,소재지도로명주소,소재지지번주소,소재지우편번호,WGS84위도,WGS84경도,업태구분명정보,X좌표값,Y좌표값,점포구분명
안산시,안산종합유통단지,19920430,,1,정상영업,,003104945787,18121.96,425850,경기도 안산시 단원구 산단로 348 (원곡동),경기도 안산시 단원구 원곡동 994번지,425850,37.3266127,126.7867494,그 밖의 대규모점포,181034.70168025     ,424985.683162494    ,대규모점포
안산시,트레이더스 홀세일클럽 안산점,2011-06-22,,1,정상영업,,02-380-9422,9207.06,15402,"경기도 안산시 단원구 중앙대로 397, 이마트트레이더스 (신길동)",경기도 안산시 단원구 신길동 1687번지 이마트트레이더스,15402,37.3311715243,126.7849927694,대형마트,180873.786214121    ,425492.088360076    ,대규모점포
안산시,천혜그레이스,20101208,,1,정상영업,,031-411-7733,6105.58,,경기도 안산시 단원구 광덕4로 244 (고잔동),경기도 안산시 단원구 고잔동 729번지 5호,425020,37.3142809,126.8392973,그 밖의 대규모점포,185689.81761758     ,423609.133118183    ,
안산시,홈플러스(주)안산고잔점,2002-07-24,,1,정상영업,,031-445-2080,15909.39,425-807,경기도 안산시 단원구 광덕대로 175 (고잔동),경기도 안산시 단원구 고잔동 707번지 2호,425-807,37.3119141209,126.8289385051,대형마트,184766.070784522    ,423338.223688148    ,대규모점포
안산시,로데오프라자,20060710,,1,정상영업,,031 4117733,5854,,경기도 안산시 단원구 광덕4로 234 (고잔동),경기도 안산시단원구 고잔동 729번지 3호,15464,37.3143429,126.8384962,그 밖의 대규모점포,185617.609879423    ,423614.052555144    ,
안산시,안산제일종합시장,19920312,,1,정상영업,,031-401-2240~2,8490.34,,경기도 안산시 단원구 선이로 14 (선부동),경기도 안산시단원구 선부동 1028호,15220,37.3422839,126.8035757,그 밖의 대규모점포,182528.570604292    ,426722.925669933    ,대규모점포
안산시,(주)군자포커스프라자,20080722,,1,정상영업,,0031-494-3771,5397.23,,경기도 안산시 단원구 화랑로 32 (원곡동),경기도 안산시단원구 원곡동 762번지,425130,37.3314765,126.7958864,그 밖의 대규모점포,181845.332285791    ,425523.446902785    ,
안산시,서울프라자,19941206,,1,정상영업,,031  4804773,4901.9,,경기도 안산시 단원구 삼일로 310 (선부동),경기도 안산시단원구 선부동 1077호,15368,37.3337292,126.8120499,그 밖의 대규모점포,183276.530808057    ,425771.686562823    ,대규모점포
안산시,라성프라자,19891226,,1,정상영업,,031-480-8840,7033,15382,"경기도 안산시 단원구 화랑로 103, 라성프라자 (원곡동)",경기도 안산시 단원구 원곡동 846번지 3호 라성프라자,15382,37.3271153779,126.8009643668,그 밖의 대규모점포,182294.985340242    ,425039.319016326    ,대규모점포
안산시,월드프라자,19910617,,1,정상영업,,0314070951,4354.31,15561,경기도 안산시 상록구 본오로 60 (본오동),경기도 안산시 상록구 본오동 872번지,15561,37.2902852,126.8665164,그 밖의 대규모점포,187970.805119162    ,421993.766657779    ,대규모점포
안산시,신안프라자,1993-07-01,,1,정상영업,,031-406-2104,16480.52,15541,"경기도 안산시 상록구 반석로 54 (본오동, 신안프라자)",경기도 안산시 상록구 본오동 871번지,15541,37.2963798377,126.8642222170,그 밖의 대규모점포,187960.429281747    ,421469.517837306    ,대규모점포
안산시,안산시 시민시장,1997-08-14,,1,정상영업,,031  411 1040,4748.8,15387,"경기도 안산시 단원구 화랑로 149 (초지동, 안산시민시장)",경기도 안산시 단원구 초지동 604번지 4호,,,,그 밖의 대규모점포,182678.467316641    ,424813.191382151    ,대규모점포
안산시,부일프라자,20110126,,1,정상영업,,031-405-1658,5320.93,,경기도 안산시 단원구 광덕4로 96 (고잔동),경기도 안산시 단원구 고잔동 681번지 2호,425906,37.3151495,126.8231072,그 밖의 대규모점포,184252.314410349    ,423707.368637448    ,
안산시,동서코아,19930403,,1,정상영업,,031-484-6000,3382.93,,경기도 안산시 단원구 중앙대로 921 (고잔동),경기도 안산시단원구 고잔동 541번지 1호,425020,37.3170646,126.8389416,그 밖의 대규모점포,185656.844322398    ,423918.131295682    ,대규모점포
안산시,한양프라자 반월점,19910729,,1,정상영업,,003104072509,7837,15540,"경기도 안산시 상록구 반석로 20, 롯데마트 (본오동)",경기도 안산시 상록구 본오동 880번지 롯데마트,15540,37.2951170,126.8608461,쇼핑센터,187595.980278835    ,421479.053985183    ,대규모점포
안산시,스타프라자,1990-07-02,,1,정상영업,,003104825067,5227.97,,,경기도 안산시상록구 성포동 583호,15296,37.3224316075,126.8447365442,그 밖의 대규모점포,186091.131285293    ,424433.703969071    ,대규모점포
안산시,중앙제일시장,20110304,,1,정상영업,,031-411-7733,5641.73,,경기도 안산시 단원구 광덕4로 230 (고잔동),경기도 안산시 단원구 고잔동 729번지 2호,425809,37.3143692,126.8379660,그 밖의 대규모점포,185571.417328567    ,423617.16637322     ,
안산시,트리플렉스 B단지,20131017,,1,정상영업,,02-510-8073,10746.11,,경기도 안산시 단원구 풍전로 37-24 (원곡동),경기도 안산시 단원구 원곡동 994번지 8호,425850,37.3259772,126.7890754,그 밖의 대규모점포,181240.4821091      ,424913.855250784    ,대규모점포
안산시,중앙상가,20100806,,1,정상영업,,,6759,,경기도 안산시 단원구 광덕4로 246 (고잔동),경기도 안산시 단원구 고잔동 729번지 6호,425020,37.3142817218,126.8398275781,그 밖의 대규모점포,185736.057614723    ,423607.180837891    ,대규모점포
안산시,(주)이마트 안산고잔점,2003-06-13,,1,정상영업,,0315991051,13872,425-867,경기도 안산시 단원구 원포공원1로 46-0 (초지동),경기도 안산시 단원구 초지동 742번지 4호,425-080,37.3027990562,126.8128612961,대형마트,183256.582373298    ,422372.55371816     ,대규모점포
안산시,서부공단전시판매센타,19950706,,1,정상영업,,031)495-8460,19409.18,15433,경기도 안산시 단원구 동산로 63 (원시동),경기도 안산시 단원구 원시동 773번지 9호,15433,37.3142874,126.7972421,그 밖의 대규모점포,181961.733012032    ,423615.27638305     ,대규모점포
안산시,NC고잔점,2007-10-29,,1,정상영업,,0314052001,15823.57,15462,경기도 안산시 단원구 광덕대로 194 (고잔동),경기도 안산시 단원구 고잔동 725번지 1호,15462,37.3134582083,126.8310125539,쇼핑센터,184953.121683517    ,423556.960051606    ,대규모점포
안산시,다농마트,19931220,,1,정상영업,,031-410-6666,13310.36,426853,경기도 안산시 상록구 예술광장로 1 (월피동),경기도 안산시상록구 월피동 445호,15288,37.3282802,126.8439946,그 밖의 대규모점포,186106.832558134    ,425161.59402192     ,대규모점포
안산시,안산의류상설할인매장 B동,20020104,,1,정상영업,,003104173737,5729.77,,경기도 안산시 상록구 삼리로 49 (사동),경기도 안산시상록구 사동 1531호,15499,37.3048652,126.8459050,전문점,186273.656995747    ,422561.165688697    ,대규모점포
안산시,케이플러스,20070626,,1,정상영업,,003104753301,7343,15464,경기도 안산시 단원구 광덕4로 256 (고잔동),경기도 안산시 단원구 고잔동 729번지 8호,15464,37.3142290,126.8408542,그 밖의 대규모점포,185825.827615102    ,423600.945837679    ,대규모점포
안산시,슈마프라자,20091124,,1,정상영업,,031- 480-1314,7483,,경기도 안산시 단원구 광덕4로 112 (고잔동),경기도 안산시 단원구 고잔동 681번지 6호,425802,37.3150618,126.8247206,그 밖의 대규모점포,184396.666284407    ,423698.166827741    ,
안산시,롯데쇼핑(주)롯데마트안산점,2005-09-13,,1,정상영업,,0314128811,15987.56,426-837,경기도 안산시 상록구 항가울로 422 (성포동),경기도 안산시상록구 성포동 590호,15299,37.3180439496,126.8467383942,쇼핑센터,186396.067737112    ,423947.236380533    ,대규모점포
안산시,한양프라자 안산점,19921021,,1,정상영업,,003104100033,10995,15235,"경기도 안산시 단원구 달미로 64, 롯데마트 (선부동)",경기도 안산시 단원구 선부동 1086번지 롯데마트,15235,37.3392854,126.8157710,그 밖의 대규모점포,183607.833754358    ,426385.004910461    ,대규모점포
안산시,안산의류상설할인매장 A동,20020103,,1,정상영업,,003104179700,5277.71,,경기도 안산시 상록구 삼리로 45 (사동),경기도 안산시상록구 사동 1530호,15499,37.3048988,126.8440776,전문점,186111.597633757    ,422567.088892419    ,준대규모점포
안산시,롯데쇼핑(주) 안산점,19991201,,1,정상영업,,031-412-1085,25462,425868,경기도 안산시 단원구 고잔1길 12 (고잔동),경기도 안산시단원구 고잔동 536번지 2   호,15360,37.3180028201,126.8345047779,백화점,185262.981866275    ,424012.30109378     ,대규모점포
안산시,트리플렉스 A단지,20131017,,1,정상영업,,02-510-8073,31618.98,,경기도 안산시 단원구 풍전로 37-9 (원곡동),경기도 안산시 단원구 원곡동 994번지 6호,425850,37.3245900,126.7893050,그 밖의 대규모점포,181258.71259879     ,424761.274007584    ,대규모점포
안산시,홈플러스(주),20020724,,1,정상영업,,031-445-2080,15909.39,15471,"경기도 안산시 단원구 광덕대로 175, 삼성홈플러스 (고잔동)",경기도 안산시 단원구 고잔동 707번지 2호 삼성홈플러스,15471,37.3118423845,126.8288794375,대형마트,184766.070784522    ,423338.223688148    ,대규모점포
안산시,라성프라자,20191125,,1,정상영업,,031-480-8840,7033,15382,"경기도 안산시 단원구 화랑로 107, 라성호텔 (원곡동)",경기도 안산시 단원구 원곡동 846번지 3호 라성호텔,15382,37.3271153779,126.8009643668,그 밖의 대규모점포,182294.985340242    ,425039.319016326    ,대규모점포
안산시,현대타워랜드,2024-07-23,,1,정상영업,,484-5332,19927.49,15360,경기도 안산시 단원구 당곡로 20 (고잔동),경기도 안산시 단원구 고잔동 533,15360,37.3187920562,126.8337980830,그 밖의 대규모점포,185196.01753702     ,424100.3316153      ,대규모점포
안성시,스타필드 안성,2016-04-06,,1,정상영업,,02-727-3732,106011,17563,경기도 안성시 공도읍 서동대로 3980,경기도 안성시 공도읍 진사리 354번지 외 17필지,17563,36.9945235041,127.1471670216,복합쇼핑몰,213062.918998049    ,388093.036705258    ,대규모점포
안성시,(주)이마트안성,2013-01-07,,1,정상영업,,031-678-1234,10035.66,,경기도 안성시 중앙로 246 (석정동),경기도 안성시 석정동 149번지 3호,456-240,37.0127265766,127.2559163951,대형마트,222711.793919182    ,390149.787207476    ,대규모점포
안성시,(주)지에스리테일 안성점,2012-04-02,,1,정상영업,,0316778056,1267.46,456-060,경기도 안성시 중앙로 430 (영동),경기도 안성시 영동 410번지 외4필지,456-060,37.0060921644,127.2742248406,그 밖의 대규모점포,224346.846210761    ,389422.608470627    ,준대규모점포
안성시,(주)이마트 안성점,2008-08-27,,1,정상영업,,686 1234,10035.66,456-240,경기도 안성시 중앙로 246 (석정동),경기도 안성시 석정동 149번지 3호,456-240,37.0127265766,127.2559163951,대형마트,222711.793919182    ,390149.787207476    ,대규모점포
안성시,롯데쇼핑(주)롯데마트안성점,2006-10-04,,1,정상영업,,031-691-2500,13587.5,456-820,경기도 안성시 공도읍 서동대로 4478,경기도 안성시 공도읍 양기리 산 2번지 13호,456-824,37.0078825813,127.1994840903,대형마트,217695.637116434    ,389592.895375219    ,대규모점포
안성시,노브랜드 안성시장점,2017-07-05,,1,정상영업,,02 380 9461,541.2,17592,"경기도 안성시 시장길 37 (서인동, 안성시장 지하1층)",경기도 안성시 서인동 13-1번지 안성시장 지하1층,17592,37.0066256944,127.2704016872,그 밖의 대규모점포,224008.128670892    ,389496.559547726    ,준대규모점포
안성시,서안성농협 하나로마트,20081114,,1,정상영업,,653-2921,5620.51,456823,경기도 안성시 공도읍 덕봉서원로 68,경기도 안성시 공도읍 만정리 381번지 1호,456823,37.0097472,127.1721374,대형마트,215252              ,389842              ,대규모점포
안성시,안성축산농협 하나로마트,20100329,,1,정상영업,,031-8046-8000,4326.62,456280,경기도 안성시 안성맞춤대로 833 (계동),경기도 안성시 계동 85번지 3호,456280,36.9886134,127.2677701,대형마트,223771.205358289    ,387484.797282739    ,대규모점포
안양시,롯데슈퍼 평촌엘프가맹점,2024-06-25,,1,정상영업,,,580.2,13917,"경기도 안양시 동안구 매곡로 23, 1단지상가 122호 (비산동, 평촌엘프라우드)",경기도 안양시 동안구 비산동 281-1 1단지상가 122호,13917,37.4065712736,126.9444096504,구분없음,,,준대규모점포
안양시,패션일번가,20040519,,1,정상영업,,031-463-5780,5237.36,,경기도 안양시 만안구 안양로 309 (안양동),경기도 안양시만안구 안양동 676번지 6호,14001,37.3993580,126.9203704,,192882.648661126    ,433041.395887323    ,대규모점포
안양시,롯데쇼핑(주)롯데슈퍼 안양점,2011-09-02,,1,정상영업,,031-464-5603,1365.5,430-842,경기도 안양시 만안구 안양로329번길 108 (안양동),경기도 안양시 만안구 안양3동 900번지 10호 101,430-013,37.4013274083,126.9131289596,복합쇼핑몰,192239.486759078    ,433247.024065133    ,준대규모점포
안양시,홈플러스(주) 평촌점,2008-07-10,,1,정상영업,,0314708000,6389.5,14046,"경기도 안양시 동안구 동안로 162 (비산동, 홈플러스)",경기도 안양시 동안구 비산동 1109번지 3호,14046,37.3932681230,126.9504276328,복합쇼핑몰,195583.711564712    ,432382.548041467    ,대규모점포
안양시,역전지하상가,19860624,,1,정상영업,,031 4669111,,,경기도 안양시 만안구 예술공원로64번길 27 (안양동),경기도 안양시만안구 안양동 41번지 5호   ,13958,37.4138537,126.9183100,,192702.433048525    ,434651.273452969    ,
안양시,석수시장,19790929,,1,정상영업,,031 4731155,,,,경기도 안양시만안구 석수동 387번지 288호   ,,,,,,,
안양시,홈플러스(주)익스프레스 안양점,2012-02-02,,1,정상영업,,0314658543,232.7,430-827,경기도 안양시 만안구 냉천로 7 (안양동),경기도 안양시 만안구 안양8동 559번지 2호,430-827,37.3824950544,126.9291461582,구분없음,,,준대규모점포
안양시,롯데쇼핑(주)롯데백화점 평촌점,20120327,,1,정상영업,,031-450-2500,53803.33,14073,"경기도 안양시 동안구 시민대로 180 (호계동, G.SQURE)","경기도 안양시 동안구 호계동 1039번지 1039, 1039-1, 1053-1",14073,37.3899508706,126.9503840690,쇼핑센터,195544.974046367    ,432016.783362963    ,대규모점포
안양시,(주)현대종합시장상가,19801030,,1,정상영업,,031 4565235,,,경기도 안양시 동안구 흥안대로133번길 34 (호계동),경기도 안양시동안구 호계동 997호   ,14112,37.3724745,126.9592023,,196320.375577898    ,430054.379092349    ,
안양시,육동시장,19880604,,1,정상영업,,031 4490481,,,경기도 안양시 만안구 수리산로47번길 38 (안양동),경기도 안양시만안구 안양동 434번지 3   호   ,14033,37.3905255,126.9301706,,,,
안양시,주식회사 부방유통,2005-12-29,,1,정상영업,,0313803353,8992.69,13954,"경기도 안양시 동안구 관악대로 104, 부방유통 (비산동)",경기도 안양시 동안구 비산동 411-8 부방유통,13954,37.3983346986,126.9353077463,대형마트,,,대규모점포
안양시,안양중앙지하도 상가,19791123,,1,정상영업,,031 468 7814,1266,,,경기도 안양시만안구 안양동 1189번지 1호,13992,37.3965500,126.9250376,,193015.259430447    ,432772.614725449    ,
안양시,샤크존,20010316,,1,정상영업,,031 3456903,,,경기도 안양시 동안구 평촌대로243번길 30 (비산동),경기도 안양시동안구 비산동 1110번지 1호   ,14047,37.3927448,126.9529796,,195769.966943865    ,432304.250823794    ,
안양시,안양국제유통단지,20010315,,1,정상영업,,031 479 3000,108067,431763,"경기도 안양시 동안구 엘에스로 92 (호계동, 안양국제유통단지)",경기도 안양시 동안구 호계동 555번지 9호,431763,37.3715256,126.9520679,,195688.283833074    ,429949.927814167    ,대규모점포
안양시,홈플러스(주)익스프레스 안양석수점,2011-12-29,,1,정상영업,,0314738562,302.27,430-853,경기도 안양시 만안구 충훈로 88 (석수동),경기도 안양시 만안구 석수3동 787번지 3호,430-853,37.4078445118,126.8988182145,복합쇼핑몰,,,준대규모점포
안양시,안양중앙시장,19611106,,1,정상영업,,031 4496047,,,경기도 안양시 만안구 냉천로 196 (안양동),경기도 안양시만안구 안양동 676번지 44호   ,14001,37.3975283,126.9195367,,192810.507319809    ,432838.630860008    ,
안양시,(주)뉴코아아울렛 평촌점,1999-07-22,,1,정상영업,,031-380-7536,41816,431-080,경기도 안양시 동안구 동안로 119 (호계동),경기도 안양시동안구 호계동 1039번지 3호,14073,37.3892156001,126.9512140946,복합쇼핑몰,195607.793974827    ,431900.704084955    ,대규모점포
안양시,(주)이마트평촌점,2002-08-29,,1,정상영업,,031 687 1052,10130,431-815,경기도 안양시 동안구 시민대로 300 (관양동),경기도 안양시동안구 관양동 1608번지 3호,431-060,37.3949065751,126.9637241704,대형마트,196752.332727486    ,432521.042909087    ,대규모점포
안양시,GS THE FRESH 안양어반포레점,2025-07-29,,1,정상영업,,,181.02,14029,"경기도 안양시 만안구 냉천로 125, 3단지 상가 112~115호 (안양동, 안양어반포레자연앤이편한세상 3단지)",경기도 안양시 만안구 안양동 618-12 안양어반포레자연앤이편한세상 3단지,14029,37.3909504313,126.9218294191,구분없음,,,준대규모점포
안양시,(주)지에스리테일 GS수퍼 안양메가트리아점,2017-06-23,,1,정상영업,,031-469-8310,893.16,14037,"경기도 안양시 만안구 태평로52번길 21, 지층 B103, B104호 (안양동)",경기도 안양시 만안구 안양동 1391,14037,37.3955263732,126.9304934351,구분없음,,,준대규모점포
안양시,GS THE FRESH 안양비산점,2022-04-08,,1,정상영업,,02-2006-2678,214.87,,,경기도 안양시 동안구 비산동 515-2 평촌자이아이파크 상가2동 부출입구 1층 101~103호,13916,,,구분없음,,,준대규모점포
안양시,(주)이마트에브리데이 안양관양점,2021-11-19,,1,정상영업,,0313600835,372.98,13928,"경기도 안양시 동안구 동편로 136, 1층 101호 (관양동)",경기도 안양시 동안구 관양동 1677,13928,37.4101280034,126.9671073287,구분없음,197012.120870214    ,434228.188247172    ,준대규모점포
안양시,(주)엔터식스패션쇼핑몰 안양점,20190814,,1,정상영업,,031-5177-6000,23631.23,13992,경기도 안양시 만안구 만안로 232 (안양동),경기도 안양시 만안구 안양동 88번지 1호,13992,37.4014300883,126.9230030459,백화점,192853.773549937    ,433662.376829068    ,대규모점포
안양시,GS THE FRESH 안양호계점,2021-09-29,,1,정상영업,,02-2006-2364,296.15,14126,"경기도 안양시 동안구 경수대로 428, 덕유파크 1층 101~106, 126호 (호계동)",경기도 안양시 동안구 호계동 873 덕유파크,14126,37.3622442111,126.9624999400,구분없음,196609.75025329     ,428912.306681884    ,준대규모점포
안양시,청원시장,19760614,,1,정상영업,,031 4496498,,,경기도 안양시 만안구 안양로360번길 16 (안양동),경기도 안양시만안구 안양동 688번지 17 호   ,13991,37.4036904,126.9184005,,,,
안양시,이천일아울렛 안양점,1997-12-16,,1,정상영업,,031 4492001,8174,,경기도 안양시 만안구 안양로 275 (안양동),경기도 안양시만안구 안양동 627번지 287호,13997,37.3967322514,126.9226549374,쇼핑센터,,,대규모점포
안양시,GS THE FRESH 평촌어바인점,2021-04-06,,1,정상영업,,02-2006-2364,196.8,14115,"경기도 안양시 동안구 경수대로 579, 상가1동 1층 108,109,110,111호 (호계동)",경기도 안양시 동안구 호계동 956,14116,37.3742946415,126.9563714356,구분없음,196005.904356339    ,429975.539293307    ,준대규모점포
양주시,리치마트 양주점,1997-04-26,,1,정상영업,,031-864-7200,7154.16,482-050,경기도 양주시 평화로1413번길 48 (덕계동),경기도 양주시 덕계동 694호,11442,37.8168103077,127.0439326962,대형마트,203707.728341001    ,479401.14588968     ,대규모점포
양주시,골드마트,2005-01-12,,1,정상영업,,,8925.62,482-170,경기도 양주시 평화로 1547 (회정동),경기도 양주시 회정동 351번지 2호 외 2필지,11439,37.8275510901,127.0525935524,대형마트,204558.385732362    ,480550.606085097    ,대규모점포
양주시,(주)이마트 양주점,2004-06-07,,1,정상영업,,031-860-0123,8889.61,482-170,경기도 양주시 평화로 1713 (회정동),경기도 양주시 회정동 98번지 5호,11435,37.8417696599,127.0538942524,대형마트,,,대규모점포
양주시,(주)LF네트웍스 양주점,20130222,,1,정상영업,,031-894-2500,24798,482170,경기도 양주시 평화로 1593 (회정동),경기도 양주시 회정동 453번지 19호,482170,37.8313130,127.0522943,쇼핑센터,204539.305721776    ,480980.761356539    ,대규모점포
양평군,롯데쇼핑(주)롯데마트 경기양평점,2018-03-07,,1,정상영업,,02-2145-8000,6085.75,476-801,경기도 양평군 남북로 76-0,경기도 양평군 양평읍 공흥리 468번지 33호,476-801,37.4894690586,127.5026357032,그 밖의 대규모점포,244381.267486222    ,443145.649076961    ,대규모점포
여주시,(주)신세계사이먼 여주점,2007-05-22,,1,정상영업,,031 880 1242,53948,469-801,경기도 여주시 명품로 360,경기도 여주시 상거동 15-1번지,12646,37.2406600157,127.6122725791,전문점,254263.945020146    ,415664.62885435     ,대규모점포
여주시,(주)이마트 여주점,2007-11-20,,1,정상영업,,031 887 6052,7955.23,469-806,경기도 여주시 세종로 151,경기도 여주시 홍문동 384-1번지 외 9필지,469-806,37.2842633963,127.6356666470,복합쇼핑몰,256448.248498212    ,420406.438944007    ,대규모점포
여주시,노브랜드 여주한글시장점,2017-09-18,,1,정상영업,,02-380-9461,339.14,12622,"경기도 여주시 세종로14번길 18 (창동, 여주중앙프라자)",경기도 여주시 창동 68번지 여주중앙프라자,12622,37.2973974345,127.6350809464,전문점,256240.063248575    ,421904.586508473    ,준대규모점포
연천군,롯데슈퍼전곡점,2012-04-27,,1,정상영업,,031-832-6981,1526.95,486-903,경기도 연천군 전곡읍 전곡로 187-1,경기도 연천군 전곡읍 은대리 566번지,11028,38.0282034881,127.0662909397,그 밖의 대규모점포,205749.023512098    ,502827.430494496    ,준대규모점포
연천군,전곡재래시장,20210106,,1,정상영업,,031-832-2361,4560,11033,"경기도 연천군 전곡읍 전곡로172번길 4-19, 경기도상인연합회연천군전곡지부",경기도 연천군 전곡읍 전곡리 479-31 경기도상인연합회연천군전곡지부,11033,38.0270658075,127.0681776531,시장,205910.965620591    ,502699.168905672    ,대규모점포
오산시,오산 원동 상점가,2021-04-22,,1,정상영업,,,0,18141,경기도 오산시 원동로37번길 27 (원동),경기도 오산시 원동 773-1,18141,37.1445939436,127.0708810056,구분없음,206226.32427256     ,404756.266645655    ,대규모점포
오산시,롯데쇼핑(주)롯데마트,2025-05-01,,1,정상영업,,031-371-2501,8575,18135,"경기도 오산시 경기대로 271, 롯데마트오산점 (오산동)",경기도 오산시 오산동 868 롯데마트오산점,18135,37.1494423257,127.0730382398,대형마트,206416.225089197    ,405292.957866229    ,대규모점포
오산시,홈플러스(주)오산점,2012-11-12,,1,정상영업,,03180778924,19241.74,,경기도 오산시 청학로 238 (수청동),경기도 오산시 수청동 610번지,447-290,37.1700616347,127.0617934023,대형마트,205417.553946702    ,407590.511508128    ,대규모점포
오산시,롯데쇼핑(주) 롯데마트 오산점,2002-09-06,,1,정상영업,,371 2612/371-2520,8575,447-801,경기도 오산시 경기대로 271 (오산동),경기도 오산시 오산동 868호,18135,37.1494423257,127.0730382398,대형마트,206416.225089197    ,405292.957866229    ,대규모점포
오산시,롯데쇼핑(주)롯데슈퍼 오산점,2011-11-28,,1,정상영업,,031-375-5602,427.7,447-802,경기도 오산시 대원로15번길 17 (오산동),경기도 오산시 오산동 877번지 21호,447-802,37.1478894995,127.0698827021,구분없음,206134.694133401    ,405121.782352674    ,준대규모점포
오산시,모다아울렛 B동 오산점,2012-06-13,,1,정상영업,,031-831-3712,3383.28,,경기도 오산시 경기대로 822-22 (외삼미동),경기도 오산시 외삼미동 562번지 10호,447-230,37.1919167596,127.0463549200,전문점,204020.411719317    ,410030.536433244    ,대규모점포
오산시,(주)이마트 오산점,2005-11-17,,1,정상영업,,031 369 7052,11742,447-060,경기도 오산시 경기대로 181 (원동),경기도 오산시 원동 360번지 6호,447-060,37.1406613919,127.0727160262,그 밖의 대규모점포,206383.775609107    ,404319.688193021    ,대규모점포
오산시,모다아울렛 A동 오산점,2013-12-30,,1,정상영업,,031-8043-4492,4779.04,447-230,경기도 오산시 경기대로 822-30 (외삼미동),경기도 오산시 외삼미동 562번지 30호,447-230,37.1923387273,127.0459129699,전문점,204020.411719317    ,410030.536433244    ,대규모점포
용인시,수원프리미엄아울렛,2018-02-22,,1,정상영업,,031-204-2006,10202.07,16956,"경기도 용인시 기흥구 중부대로 64, 영통프리미엄아울렛 (영덕동)",경기도 용인시 기흥구 영덕동 517번지 1호 영통프리미엄아울렛,16956,37.2666002164,127.0762010419,전문점,206698.825871309    ,418302.265469101    ,대규모점포
용인시,애경자산관리(주)AK기흥,20180618,,1,정상영업,,031-5186-6508,29521,17065,"경기도 용인시 기흥구 기흥역로 63(구갈동, 힐스테이트 기흥)",경기도 용인시 기흥구 구갈동 234-3,17065,37.2753320059,127.1177629244,쇼핑센터,210376.769370599    ,419169.265567059    ,대규모점포
용인시,리빙파워센터,20191129,,1,정상영업,,02-6263-7500,47573,17086,경기도 용인시 기흥구 신고매로 59 (고매동),경기도 용인시 기흥구 고매동 271번지,17086,37.2234180272,127.1142489591,전문점,210056.472299843    ,413528.163023037    ,대규모점포
용인시,정동마트,2021-12-02,,1,정상영업,,031-335-8808,4106.09,17149,경기도 용인시 처인구 고림로 206(고림동),경기도 용인시 처인구 고림동 599-8,17149,37.2495211296,127.2232777146,대형마트,219741.52429013     ,416424.828522115    ,대규모점포
용인시,느티나무마트,2023-04-17,,1,정상영업,,031-265-3555,4305.19,,경기도 용인시 수지구 수지로 29,경기도 용인시 수지구 상현동 166-8,16863,37.3060469401,127.0741855600,대형마트,206535.42430122     ,422654.398675024    ,대규모점포
용인시,세영산업주식회사,2022-03-25,,1,정상영업,,,4099.6,17158,경기도 용인시 처인구 양지면 죽양대로 2309,경기도 용인시 처인구 양지면 양지리 112,17158,37.2336974173,127.2969067220,전문점,226267.419758712    ,414698.939838046    ,대규모점포
용인시,링크맘,2024-05-20,,1,정상영업,,07052281224,8528.19,16995,경기도 용인시 기흥구 동백죽전대로175번길 6 (중동),경기도 용인시 기흥구 중동 31-5,16995,37.2576414893,127.1604458626,전문점,214120.476410312    ,417325.614126043    ,대규모점포
용인시,더팩토리 아울렛,2025-06-18,,1,정상영업,,031-202-1623,4901.29,17100,경기도 용인시 기흥구 공세로 202 (공세동),경기도 용인시 기흥구 공세동 359-2,17100,37.2392081721,127.1026123277,전문점,209055.326991917    ,415283.591517845    ,대규모점포
용인시,(주)이마트 스타필드 마켓 죽전점,2005-09-02,,1,정상영업,,003108881052,13659.57,448-703,경기도 용인시 수지구 포은대로 552 (죽전동),경기도 용인시 수지구 죽전1동 1282번지,448-811,37.3253249176,127.1100038667,대형마트,209673.343954233    ,424823.677745145    ,대규모점포
용인시,(주)이마트 수지점,2005-04-11,,1,정상영업,,003102701052,11448.84,448-150,경기도 용인시 수지구 수지로 203 (신봉동),경기도 용인시수지구 신봉동 909호,16845,37.3197625692,127.0833291279,대형마트,207318.572861803    ,424204.581779995    ,대규모점포
용인시,쥬네브썬월드,2007-08-13,,1,정상영업,,679-0001,14835.21,446-528,경기도 용인시 기흥구 동백죽전대로 444 (중동),경기도 용인시 기흥구 중동 833번지,446-528,37.2779963615,127.1515897965,쇼핑센터,213383.977793755    ,419575.34117754     ,대규모점포
용인시,죽전패션타운,20060214,,1,정상영업,,031 2660455,0,448160,경기도 용인시 수지구 용구대로 2729 (죽전동),경기도 용인시수지구 죽전동 1003번지 13호,16869,37.3295112,127.1083234,그 밖의 대규모점포,209534.187101767    ,425290.470966381    ,대규모점포
용인시,롯데프리미엄아울렛 기흥점,2018-06-15,,1,정상영업,,031-8036-3073,49115,17087,경기도 용인시 기흥구 신고매로 124 (고매동),경기도 용인시 기흥구 고매동 280번지,17087,37.2254498143,127.1209568881,복합쇼핑몰,210547.479033545    ,413684.298426578    ,대규모점포
